     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
       100,         0,         0,   0.641,pymatching_owd_d7_r3,6cd4846ce9b15c1c30302d5469ac3de6a3e4550c733c96aa1eeefaecb0a3c2f3,"{""d"":7,""decodings"":3,""p"":0.002}",
     16200,       210,         0,    1.13,pymatching_owd_d3_r3,13e8058dbcb7108f3383385520cb14126ab8aa7f1da058be4e0275936ebf612d,"{""d"":3,""decodings"":3,""p"":0.002}",
       230,         2,         0,   0.052,pymatching_owd_d3_r3,13e8058dbcb7108f3383385520cb14126ab8aa7f1da058be4e0275936ebf612d,"{""d"":3,""decodings"":3,""p"":0.002}",
      1000,         5,         0,   0.292,pymatching_owd_d5_r3,77d435f5760ce26cd9576f009b64997c50822b36470c61d42dbe3943c52f61e8,"{""d"":5,""decodings"":3,""p"":0.002}",
      2200,        15,         0,   0.416,pymatching_owd_d5_r3,77d435f5760ce26cd9576f009b64997c50822b36470c61d42dbe3943c52f61e8,"{""d"":5,""decodings"":3,""p"":0.002}",
       100,         1,         0,   0.241,pymatching_owd_d5_r3,77d435f5760ce26cd9576f009b64997c50822b36470c61d42dbe3943c52f61e8,"{""d"":5,""decodings"":3,""p"":0.002}",
      2200,        12,         0,   0.416,pymatching_owd_d5_r3,77d435f5760ce26cd9576f009b64997c50822b36470c61d42dbe3943c52f61e8,"{""d"":5,""decodings"":3,""p"":0.002}",
       513,       207,         0,    1.41,pymatching_owd_d9_r2,17de600966219d235490f07e4d7d52028ed8ec4227922f21eed44d3d519e4a22,"{""d"":9,""decodings"":2,""p"":0.011}",
      4200,        23,         0,   0.638,pymatching_owd_d5_r3,77d435f5760ce26cd9576f009b64997c50822b36470c61d42dbe3943c52f61e8,"{""d"":5,""decodings"":3,""p"":0.002}",
       100,         0,         0,    1.47,pymatching_owd_d9_r3,f0c5eef13c596c7956905c800f7160a07bdce51dc5f902885c5db430d56d348e,"{""d"":9,""decodings"":3,""p"":0.002}",
      7000,        32,         0,   0.863,pymatching_owd_d5_r3,77d435f5760ce26cd9576f009b64997c50822b36470c61d42dbe3943c52f61e8,"{""d"":5,""decodings"":3,""p"":0.002}",
      8600,        42,         0,    1.05,pymatching_owd_d5_r3,77d435f5760ce26cd9576f009b64997c50822b36470c61d42dbe3943c52f61e8,"{""d"":5,""decodings"":3,""p"":0.002}",
       200,         0,         0,   0.659,pymatching_owd_d7_r3,6cd4846ce9b15c1c30302d5469ac3de6a3e4550c733c96aa1eeefaecb0a3c2f3,"{""d"":7,""decodings"":3,""p"":0.002}",
        51,        25,         0,    1.08,pymatching_owd_d9_r2,17de600966219d235490f07e4d7d52028ed8ec4227922f21eed44d3d519e4a22,"{""d"":9,""decodings"":2,""p"":0.011}",
